custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
9DA2FL,1,10/22/2009,12/13/2009,12/13/2009,24,8.333333333,4.166666667,40.02,0,1,0,0,Tuesday,RIC
9NZ93D,1,12/13/2009,12/17/2009,12/24/2009,20,90,15,38.46,0.285714286,1,0,0,Thursday,CHO
5NZXDU,1,12/13/2009,12/13/2009,12/13/2009,23,43.47826087,8.695652174,73.87,0,1,0,0,Tuesday,RIC
YF7GQM,1,12/13/2009,12/13/2009,12/17/2009,22,18.18181818,13.63636364,48.91,0.5,1,0,0,Tuesday,RIC
BNGHB4,1,12/5/2009,1/7/2010,1/7/2010,14,100,35.71428571,50.06,0,1,0,0,Friday,RIC
BPGXVB,1,12/13/2009,12/14/2009,12/14/2009,19,78.94736842,10.52631579,40.02,0,1,0,0,Friday,RIC
B5SVJB,1,12/13/2009,12/13/2009,12/13/2009,24,16.66666667,0,50.72,0,1,0,0,Monday,RIC
HYS4ZM,1,12/13/2009,12/18/2009,12/18/2009,22,63.63636364,31.81818182,97.33,0,1,0,0,Monday,RIC
9AMYG3,1,12/13/2009,12/13/2009,12/29/2009,22,40.90909091,9.090909091,47.26,0.125,1,0,0,Saturday,DCX
H7ARLB,1,12/13/2009,12/13/2009,12/13/2009,19,68.42105263,21.05263158,35,0,1,0,0,Monday,DCX
Y3Z5WL,1,12/12/2009,12/13/2009,12/13/2009,22,27.27272727,13.63636364,40.02,0,1,0,0,Monday,CHO
FZ7XFA,1,12/13/2009,12/13/2009,12/13/2009,25,36,8,29,0,1,0,0,Tuesday,DCX
85762Q,1,12/13/2009,12/13/2009,12/13/2009,23,4.347826087,4.347826087,40.02,0,1,0,0,Monday,RIC
A223E4,1,12/13/2009,12/13/2009,12/13/2009,23,26.08695652,4.347826087,40,0,1,0,0,Thursday,BWI
NJK98V,1,12/13/2009,12/13/2009,12/13/2009,19,78.94736842,10.52631579,109.85,0,1,0,0,Monday,CHO
2LTYS3,1,12/13/2009,12/13/2009,12/13/2009,23,26.08695652,8.695652174,31,0,1,0,0,Monday,DCX
UYXDMT,1,12/13/2009,12/13/2009,12/13/2009,23,39.13043478,8.695652174,29,0,1,0,0,Monday,DCX
3XYZ5N,1,12/13/2009,12/13/2009,12/13/2009,24,20.83333333,12.5,31,0,1,0,0,Monday,DCX
TVVP6G,1,12/13/2009,12/13/2009,12/13/2009,22,31.81818182,9.090909091,35,0,1,0,0,Tuesday,DCX
5Y4JXR,1,12/13/2009,12/13/2009,12/13/2009,22,27.27272727,9.090909091,40.02,0,1,1,1,Wednesday,DCX
9XRWEV,1,12/13/2009,12/13/2009,12/13/2009,22,40.90909091,13.63636364,31,0,1,0,0,Monday,DCX
VNKU83,1,12/13/2009,12/13/2009,12/13/2009,21,23.80952381,14.28571429,78.83,0,1,0,0,Monday,DCX
J8ZH85,1,12/13/2009,12/13/2009,1/11/2010,29,0,0,60.79,0.068965517,1,0,0,Monday,RIC
AVLE3R,1,12/13/2009,12/13/2009,12/13/2009,18,88.88888889,5.555555556,35,0,1,0,0,Friday,DCX
EQTCV3,1,10/21/2009,12/13/2009,12/13/2009,25,12,8,40.02,0,1,1,0,Friday,RIC
ZVKANF,1,12/13/2009,12/13/2009,12/13/2009,22,18.18181818,13.63636364,35,0,1,0,0,Friday,DCX
FRTZ3L,1,12/13/2009,12/13/2009,12/13/2009,24,41.66666667,8.333333333,40.02,0,1,0,0,Monday,RIC
ZEXWRE,1,12/13/2009,12/13/2009,12/13/2009,24,0,0,31,0,1,0,0,Monday,BWI
AFY8SS,1,12/13/2009,12/13/2009,12/13/2009,23,34.7826087,0,40.02,0,1,0,0,Monday,CHO
QHX727,1,12/13/2009,12/13/2009,12/13/2009,24,16.66666667,0,89.07,0,1,1,0,Tuesday,RIC
FR23J4,1,12/13/2009,12/13/2009,12/13/2009,21,66.66666667,4.761904762,35,0,1,0,0,Monday,DCX
SZ4EXG,0,12/13/2009,12/13/2009,12/13/2009,15,46.66666667,6.666666667,31,0,1,0,0,Monday,DCX
AFEPQT,1,12/13/2009,12/13/2009,12/13/2009,23,13.04347826,4.347826087,40.02,0,1,0,0,Monday,RIC
HLTFVS,1,12/13/2009,12/13/2009,12/13/2009,23,13.04347826,13.04347826,35,0,1,0,0,Monday,DCX
264B3Y,1,12/13/2009,12/28/2009,12/28/2009,21,9.523809524,0,40.02,0,1,0,0,Tuesday,RIC
XTXM9N,1,12/13/2009,12/13/2009,12/13/2009,24,20.83333333,4.166666667,53.49,0,1,0,0,Monday,CHO
JH5P7B,1,12/13/2009,12/13/2009,12/13/2009,20,20,10,31,0,1,0,0,Wednesday,DCX
8S3438,1,12/13/2009,12/13/2009,12/13/2009,23,26.08695652,0,31,0,1,0,0,Monday,DCX
73EXZX,1,12/13/2009,12/13/2009,12/13/2009,24,45.83333333,20.83333333,40.02,0,1,0,0,Tuesday,RIC
H3JPDP,1,10/4/2009,12/13/2009,1/4/2010,13,61.53846154,30.76923077,75.29,0.090909091,1,1,0,Friday,DCX
P7P6VQ,1,12/13/2009,12/13/2009,12/13/2009,23,26.08695652,4.347826087,29,0,1,0,0,Monday,DCX
CGWBKS,1,11/16/2009,12/14/2009,12/14/2009,9,22.22222222,11.11111111,40.02,0,1,0,0,Monday,RIC
BCPK55,1,12/13/2009,12/13/2009,1/11/2010,28,46.42857143,21.42857143,42.79,0.206896552,1,1,0,Monday,CHO
DZW62E,1,12/13/2009,12/13/2009,12/13/2009,22,63.63636364,13.63636364,40.2,0,1,0,0,Monday,RIC
H2L7U4,1,12/13/2009,12/16/2009,12/16/2009,17,82.35294118,35.29411765,40.02,0,1,0,0,Friday,CHO
SSEUB3,1,12/13/2009,12/13/2009,12/13/2009,23,21.73913043,8.695652174,268.4,0,1,0,0,Tuesday,DCX
T62Y8B,1,12/3/2009,1/17/2010,1/17/2010,15,46.66666667,20,40,0,1,0,0,Monday,DCX
VQSDHC,1,12/13/2009,12/13/2009,1/11/2010,28,57.14285714,17.85714286,33.92,0.172413793,1,1,0,Monday,RIC
RRYJUY,1,12/13/2009,12/13/2009,12/13/2009,22,27.27272727,4.545454545,40.02,0,1,1,0,Friday,CHO
G4PYMN,1,12/13/2009,12/13/2009,12/13/2009,21,33.33333333,19.04761905,40.02,0,1,1,0,Tuesday,RIC
DS4A88,1,12/13/2009,12/13/2009,1/11/2010,28,42.85714286,17.85714286,70.89,0.068965517,1,0,0,Thursday,RIC
TNAZHT,1,12/13/2009,12/13/2009,1/18/2010,32,28.125,12.5,47.5,0.166666667,1,1,0,Monday,RIC
NGRQR5,1,12/13/2009,12/13/2009,12/13/2009,26,26.92307692,15.38461538,40.22,0,1,0,0,Monday,RIC
LHLPLZ,1,12/13/2009,12/13/2009,12/13/2009,20,45,20,39.95,0,1,0,0,Saturday,DCX
KNECCQ,1,12/13/2009,12/13/2009,12/13/2009,24,0,0,40.02,0,1,1,0,Tuesday,RIC
T43ELF,1,12/13/2009,12/13/2009,12/13/2009,19,47.36842105,5.263157895,40.02,0,1,0,0,Monday,RIC
V8AT5E,1,12/13/2009,12/14/2009,12/14/2009,24,37.5,12.5,122.2,0,1,0,0,Wednesday,DCX
6BGAHA,1,11/21/2009,12/14/2009,1/4/2010,25,96,48,160.25,0.142857143,1,0,1,Monday,DCX
6NE8T5,1,12/12/2009,12/14/2009,1/18/2010,32,12.5,0,176.61,0.114285714,1,0,0,Monday,RIC
7YQVYG,1,12/10/2009,12/17/2009,1/6/2010,20,55,10,55.89,0.1,1,0,0,Saturday,BWI
NZT6XR,1,12/14/2009,12/20/2009,12/20/2009,22,4.545454545,0,40.02,0,1,1,0,Friday,RIC
TB9BV7,1,12/14/2009,12/21/2009,1/18/2010,24,83.33333333,29.16666667,58.96,0.142857143,1,0,0,Monday,RIC
LWWMQG,1,12/14/2009,12/15/2009,1/13/2010,13,92.30769231,7.692307692,83.33,0.068965517,0,0,0,Wednesday,RIC
6UXF83,0,12/14/2009,12/14/2009,12/14/2009,3,66.66666667,33.33333333,79.68,0,1,0,0,Friday,DCX
WUHJFT,1,12/14/2009,12/14/2009,12/14/2009,23,13.04347826,8.695652174,20.21,0,1,0,0,Monday,RIC
HYPUJH,1,12/14/2009,12/14/2009,12/14/2009,23,73.91304348,8.695652174,29.02,0,1,0,0,Monday,RIC
A3NUZH,1,12/14/2009,12/14/2009,12/14/2009,8,75,25,40.02,0,1,0,0,Wednesday,RIC
CPL3V7,1,12/14/2009,12/14/2009,1/4/2010,27,29.62962963,14.81481481,142.86,0.095238095,1,1,1,Monday,DCX
PT24WV,1,12/14/2009,12/14/2009,12/14/2009,17,58.82352941,17.64705882,40.02,0,1,0,0,Thursday,CHO
GZNTYN,1,12/14/2009,12/14/2009,12/14/2009,19,10.52631579,10.52631579,31.02,0,1,0,0,Saturday,DCX
4NJXHJ,1,12/14/2009,12/14/2009,12/14/2009,19,21.05263158,0,31.02,0,1,0,0,Saturday,DCX
KCADWP,1,12/14/2009,12/14/2009,12/14/2009,22,18.18181818,0,31.02,0,1,0,0,Monday,CHO
UZQB7H,1,12/14/2009,1/14/2010,1/14/2010,14,35.71428571,21.42857143,39.95,0,1,1,0,Saturday,DCX
58AG4V,1,12/14/2009,12/23/2009,12/23/2009,22,59.09090909,13.63636364,185.86,0,1,0,0,Monday,CHO
RGCLXJ,1,12/14/2009,12/14/2009,1/4/2010,23,43.47826087,13.04347826,36.09,0.095238095,1,0,0,Monday,DCX
XY4MUV,1,12/14/2009,12/14/2009,12/14/2009,17,64.70588235,11.76470588,29.02,0,1,0,0,Saturday,DCX
KYS6E9,1,12/14/2009,12/14/2009,12/14/2009,17,76.47058824,29.41176471,31.02,0,1,0,0,Wednesday,DCX
3UFNX4,1,12/14/2009,12/14/2009,12/14/2009,20,5,5,31.02,0,1,0,0,Saturday,DCX
BV9VXZ,1,12/14/2009,12/14/2009,12/14/2009,20,55,5,127.4,0,1,0,0,Thursday,DCX
8983XZ,1,12/14/2009,12/14/2009,12/14/2009,18,55.55555556,5.555555556,29.02,0,1,0,0,Saturday,DCX
7KFKJZ,1,12/5/2009,1/4/2010,1/4/2010,14,71.42857143,28.57142857,50.04,0,1,0,0,Tuesday,BWI
DPDJQ7,1,12/14/2009,12/14/2009,12/14/2009,24,0,0,40.2,0,1,1,0,Tuesday,RIC
5Q7BN7,1,12/14/2009,12/14/2009,12/14/2009,20,25,15,35,0,1,0,0,Thursday,DCX
TD2XUU,1,12/14/2009,12/14/2009,12/14/2009,22,40.90909091,13.63636364,29.2,0,1,0,0,Monday,DCX
YHB78Y,1,12/14/2009,12/14/2009,12/14/2009,19,15.78947368,5.263157895,31.02,0,1,0,0,Wednesday,DCX
HEVYQB,1,12/14/2009,12/14/2009,12/14/2009,21,19.04761905,14.28571429,31.02,0,1,0,0,Saturday,DCX
P5YB4Z,1,12/14/2009,12/14/2009,1/11/2010,21,33.33333333,23.80952381,42.67,0.071428571,1,0,0,Saturday,DCX
NLV5XU,1,12/14/2009,12/14/2009,12/14/2009,8,25,12.5,40.02,0,1,0,0,Thursday,RIC
L4K7YQ,1,12/14/2009,12/14/2009,12/14/2009,8,37.5,25,73.6,0,1,0,0,Monday,DCX
S7ZNS3,1,12/14/2009,12/14/2009,12/14/2009,20,5,5,35.02,0,1,0,0,Saturday,DCX
5UJZ7Q,1,12/14/2009,12/14/2009,1/7/2010,20,100,20,45.38,0.083333333,1,0,0,Saturday,DCX
RRRTBR,1,12/14/2009,12/14/2009,1/19/2010,28,28.57142857,21.42857143,74.31,0.111111111,1,0,1,Tuesday,BWI
RQB8P9,1,12/14/2009,12/14/2009,12/14/2009,17,64.70588235,0,31.02,0,1,0,0,Thursday,DCX
D6GMTY,0,12/14/2009,12/14/2009,12/14/2009,7,0,0,35.02,0,1,0,0,Thursday,DCX
TL3C8R,1,12/14/2009,12/14/2009,12/14/2009,19,52.63157895,5.263157895,29.02,0,1,0,0,Thursday,DCX
NDNSYU,1,12/14/2009,12/14/2009,12/14/2009,21,9.523809524,0,29.02,0,1,0,0,Monday,DCX
CBYYY6,0,12/12/2009,12/17/2009,12/17/2009,5,100,20,59.82,0,1,0,0,Saturday,DCX
9LRHHJ,1,12/14/2009,12/14/2009,12/14/2009,19,0,0,29.02,0,1,0,0,Thursday,DCX
E8SZU6,1,12/14/2009,12/14/2009,12/14/2009,19,0,0,35.02,0,1,0,0,Thursday,DCX
545P3U,1,12/14/2009,12/14/2009,12/14/2009,17,52.94117647,5.882352941,72.54,0,1,1,0,Thursday,DCX
GQGQBF,1,12/14/2009,12/14/2009,12/14/2009,17,47.05882353,23.52941176,31.02,0,1,0,0,Saturday,DCX
2BQ589,1,12/14/2009,12/14/2009,12/14/2009,22,0,0,31,0,1,0,0,Monday,DCX
VXEZUR,1,12/14/2009,12/14/2009,12/14/2009,22,13.63636364,13.63636364,35.02,0,1,0,0,Saturday,DCX
BJZBPM,1,12/14/2009,12/14/2009,12/14/2009,20,30,5,35.02,0,1,0,0,Saturday,DCX
6R49SY,1,12/14/2009,12/16/2009,1/6/2010,21,14.28571429,9.523809524,38.46,0.095238095,1,0,0,Wednesday,DCX
QJ5FNH,1,12/14/2009,12/14/2009,1/18/2010,28,28.57142857,10.71428571,36.92,0.114285714,1,1,0,Monday,RIC
2MRS7B,1,11/13/2009,12/14/2009,12/14/2009,20,10,0,40.02,0,1,0,1,Friday,DCX
NNP9ZK,1,12/14/2009,12/14/2009,12/14/2009,23,13.04347826,4.347826087,110.26,0,1,0,0,Monday,CHO
QBCZGP,1,12/14/2009,12/14/2009,12/14/2009,21,23.80952381,4.761904762,51.93,0,1,0,0,Tuesday,DCX
6J78MK,1,12/14/2009,12/14/2009,12/14/2009,23,26.08695652,8.695652174,40,0,1,0,0,Thursday,DCX
UZCLFA,1,12/14/2009,12/17/2009,12/17/2009,22,9.090909091,9.090909091,89.94,0,1,0,0,Monday,RIC
CZH86E,1,12/14/2009,12/14/2009,12/14/2009,24,20.83333333,4.166666667,40.02,0,1,1,0,Tuesday,RIC
ZWURSR,1,12/14/2009,12/15/2009,1/13/2010,11,36.36363636,0,157.02,0.103448276,0,0,0,Friday,BWI
YGFC9F,1,12/14/2009,12/14/2009,12/14/2009,19,15.78947368,0,49.68,0,1,1,0,Wednesday,RIC
CP6RAN,1,12/13/2009,12/14/2009,12/14/2009,21,9.523809524,4.761904762,40,0,1,0,1,Thursday,BWI
SLCE7Y,1,12/14/2009,12/30/2009,12/30/2009,19,31.57894737,15.78947368,51.27,0,1,0,0,Friday,RIC
CLC8KH,1,12/14/2009,12/15/2009,12/15/2009,24,20.83333333,8.333333333,40.02,0,1,0,0,Tuesday,DCX
CPM64T,1,12/14/2009,12/15/2009,12/15/2009,21,28.57142857,9.523809524,157.26,0,1,0,0,Tuesday,CHO
BVWPLT,1,12/15/2009,12/15/2009,12/15/2009,10,10,10,38,0,1,0,0,Wednesday,DCX
73WADU,1,11/26/2009,12/15/2009,12/15/2009,11,72.72727273,9.090909091,40,0,1,0,0,Saturday,BWI
3NVNB7,1,12/15/2009,12/15/2009,12/15/2009,19,10.52631579,5.263157895,40.02,0,1,1,1,Wednesday,DCX
USTHEP,1,12/15/2009,12/15/2009,12/15/2009,21,19.04761905,9.523809524,40.2,0,1,0,0,Thursday,RIC
F486LU,1,12/15/2009,12/15/2009,12/28/2009,24,41.66666667,8.333333333,51.54,0.230769231,1,0,0,Tuesday,RIC
TQVERB,1,12/15/2009,12/15/2009,12/15/2009,23,21.73913043,0,69.56,0,1,0,0,Tuesday,DCX
JYME8Z,1,12/15/2009,1/3/2010,1/3/2010,10,60,20,40.02,0,0,0,0,Monday,CHO
TF2C5V,1,12/15/2009,12/15/2009,12/15/2009,18,38.88888889,11.11111111,51.62,0,1,0,0,Wednesday,DCX
F4AR4F,1,12/15/2009,12/15/2009,12/15/2009,13,84.61538462,7.692307692,46.19,0,1,0,0,Tuesday,CHO
PEWA7R,1,12/15/2009,12/15/2009,1/15/2010,22,59.09090909,27.27272727,86.56,0.096774194,1,0,0,Friday,RIC
99Q83R,1,12/15/2009,12/15/2009,12/15/2009,12,8.333333333,0,40.2,0,1,1,0,Friday,RIC
MX2ZWS,1,12/15/2009,12/15/2009,12/15/2009,21,23.80952381,9.523809524,41,0,1,0,0,Tuesday,RIC
DZRNFA,1,12/15/2009,1/19/2010,1/19/2010,11,18.18181818,0,34.6,0,1,0,0,Wednesday,CHO
AAS5AX,1,12/15/2009,12/15/2009,12/15/2009,16,68.75,12.5,29,0,1,0,0,Friday,DCX
PNJJEP,1,12/15/2009,12/15/2009,12/15/2009,22,18.18181818,0,31.02,0,1,0,0,Tuesday,CHO
4CQE8G,1,12/15/2009,12/15/2009,12/15/2009,17,58.82352941,5.882352941,35,0,1,0,0,Wednesday,DCX
J5VNU4,1,12/7/2009,12/15/2009,1/12/2010,23,13.04347826,8.695652174,51.47,0.071428571,1,0,0,Tuesday,RIC
YMEFGP,1,12/15/2009,12/15/2009,12/15/2009,18,38.88888889,16.66666667,35.02,0,1,0,0,Friday,CHO
BZ5ZPH,1,12/15/2009,1/16/2010,1/16/2010,13,38.46153846,7.692307692,40.02,0,1,1,0,Monday,CHO
QNA6DU,1,12/15/2009,12/15/2009,12/15/2009,19,5.263157895,5.263157895,40.02,0,1,0,0,Thursday,CHO
NGA8A9,1,12/15/2009,12/15/2009,12/15/2009,16,93.75,12.5,31,0,1,0,0,Wednesday,DCX
438CDS,1,12/15/2009,12/15/2009,12/15/2009,19,26.31578947,15.78947368,31.02,0,1,0,0,Thursday,DCX
98Y889,1,12/15/2009,12/15/2009,12/15/2009,22,27.27272727,9.090909091,29,0,1,0,0,Tuesday,DCX
HY342J,1,12/15/2009,12/16/2009,12/16/2009,24,29.16666667,20.83333333,40.02,0,1,1,0,Friday,RIC
VU5KPG,1,12/15/2009,12/15/2009,12/15/2009,21,57.14285714,19.04761905,40.2,0,1,1,0,Tuesday,CHO
B26CBR,1,12/15/2009,12/15/2009,12/15/2009,16,68.75,25,31,0,1,0,0,Monday,DCX
JKCJG3,1,12/15/2009,12/15/2009,12/15/2009,21,38.0952381,33.33333333,35.02,0,1,0,0,Tuesday,CHO
2ZD5X4,1,12/15/2009,12/15/2009,12/25/2009,19,5.263157895,5.263157895,65.86,0.2,1,1,0,Wednesday,BWI
KN8YDH,1,11/2/2009,12/27/2009,1/12/2010,19,57.89473684,0,29.15,0.125,1,0,0,Monday,CHO
Y8XNV2,1,12/15/2009,12/15/2009,1/12/2010,25,60,12,38,0.071428571,1,1,1,Tuesday,DCX
26VKXV,1,12/15/2009,12/15/2009,12/15/2009,15,66.66666667,13.33333333,31.02,0,1,0,0,Monday,CHO
GW4YLW,1,12/15/2009,12/15/2009,12/15/2009,19,5.263157895,0,40.02,0,1,0,0,Wednesday,CHO
KTEBTL,1,12/15/2009,12/15/2009,12/15/2009,19,0,0,31,0,1,0,0,Thursday,DCX
Z89M3D,1,12/15/2009,12/15/2009,12/15/2009,23,26.08695652,4.347826087,45.85,0,1,0,0,Tuesday,DCX
HPGJU2,1,12/15/2009,12/15/2009,12/15/2009,22,4.545454545,4.545454545,29,0,1,0,0,Tuesday,DCX
MFK5W5,1,12/15/2009,12/15/2009,12/15/2009,13,61.53846154,15.38461538,29.02,0,1,0,0,Monday,CHO
B66KFK,1,12/15/2009,12/15/2009,12/15/2009,23,13.04347826,4.347826087,34.3,0,1,0,0,Tuesday,DCX
4NAWMS,1,12/15/2009,12/15/2009,12/15/2009,21,0,0,40,0,1,0,1,Thursday,BWI
YGB8MZ,1,12/15/2009,12/15/2009,12/15/2009,21,38.0952381,4.761904762,35.02,0,1,0,0,Tuesday,RIC
FYCP89,1,12/15/2009,12/15/2009,12/15/2009,20,10,5,29.02,0,1,0,0,Friday,CHO
UHMGX5,1,12/15/2009,12/15/2009,1/15/2010,26,53.84615385,3.846153846,40.7,0.096774194,1,1,1,Friday,RIC
2JV3KL,1,12/15/2009,12/15/2009,12/15/2009,22,9.090909091,0,40.02,0,1,1,0,Tuesday,CHO
PA5G3Q,1,12/15/2009,12/15/2009,12/15/2009,21,28.57142857,9.523809524,40.2,0,1,0,0,Tuesday,RIC
EXK5TQ,1,12/14/2009,12/17/2009,12/17/2009,19,31.57894737,0,40,0,1,1,1,Thursday,DCX
6CNSST,1,12/15/2009,12/15/2009,12/15/2009,24,45.83333333,8.333333333,50.47,0,1,0,0,Friday,RIC
TCHBA3,1,12/15/2009,12/15/2009,1/18/2010,25,88,8,105.91,0.088235294,1,1,1,Monday,DCX
NM8ZAL,1,12/15/2009,12/15/2009,12/31/2009,17,100,35.29411765,44.47,0.125,1,0,0,Friday,RIC
9G8EVN,1,12/7/2009,12/7/2009,1/18/2010,27,70.37037037,3.703703704,121.72,0.214285714,1,0,1,Monday,CHO
9U45BV,1,12/15/2009,12/15/2009,12/15/2009,22,0,0,35.02,0,1,0,0,Tuesday,CHO
BMZBDB,1,12/3/2009,12/15/2009,12/15/2009,21,52.38095238,14.28571429,80.05,0,1,0,0,Tuesday,BWI
7WEZXZ,1,12/15/2009,12/15/2009,12/15/2009,21,4.761904762,4.761904762,40.2,0,1,1,0,Wednesday,RIC
UBUC2D,1,12/15/2009,12/15/2009,12/15/2009,16,6.25,0,16.81,0,1,0,0,Tuesday,RIC
8RYD7G,1,12/8/2009,12/15/2009,12/15/2009,19,36.84210526,0,40,0,1,0,0,Saturday,DCX
HYZ4SF,1,12/15/2009,12/15/2009,12/15/2009,7,14.28571429,0,40.02,0,1,0,0,Tuesday,RIC
4CX64V,1,10/10/2009,12/15/2009,12/24/2009,20,20,10,38.46,0.222222222,1,0,0,Thursday,RIC
6HN66B,1,12/9/2009,12/15/2009,12/15/2009,14,78.57142857,0,42.02,0,1,0,0,Wednesday,CHO
6A2E4S,1,12/15/2009,12/15/2009,12/15/2009,20,10,0,35,0,1,0,0,Saturday,BWI
DAAQYF,1,12/15/2009,1/7/2010,1/14/2010,21,100,33.33333333,57.28,0.285714286,1,0,0,Thursday,BWI
CQ793Z,1,12/15/2009,12/15/2009,12/15/2009,19,78.94736842,0,35,0,1,0,0,Saturday,BWI
XKXKEW,1,12/15/2009,12/15/2009,12/15/2009,20,0,0,29,0,1,0,0,Saturday,BWI
WKSNUL,1,12/15/2009,12/15/2009,12/15/2009,20,45,0,29,0,1,0,0,Saturday,BWI
E9PPNE,1,12/9/2009,1/18/2010,1/18/2010,11,36.36363636,27.27272727,40.2,0,1,1,0,Wednesday,RIC
L5J644,1,12/15/2009,12/15/2009,12/15/2009,23,13.04347826,0,39.95,0,1,1,1,Tuesday,DCX
ZF6R4Z,1,12/16/2009,12/16/2009,12/17/2009,16,56.25,18.75,20.13,2,1,1,0,Wednesday,CHO
BLDQXE,1,12/16/2009,12/16/2009,1/14/2010,23,34.7826087,13.04347826,35.39,0.068965517,1,1,0,Thursday,RIC
KT53UR,1,12/16/2009,12/16/2009,12/16/2009,19,36.84210526,15.78947368,40.02,0,1,0,0,Wednesday,RIC
8QZWNG,1,12/16/2009,12/16/2009,12/16/2009,19,15.78947368,5.263157895,40.02,0,1,0,0,Wednesday,CHO
UUB53Z,1,12/16/2009,12/16/2009,12/16/2009,20,45,20,39.95,0,1,1,1,Thursday,BWI
VDBXDV,1,12/16/2009,12/18/2009,1/8/2010,23,78.26086957,17.39130435,144.87,0.19047619,1,0,1,Saturday,DCX
C8H2WC,1,12/16/2009,12/16/2009,1/15/2010,28,46.42857143,28.57142857,46.98,0.166666667,1,1,1,Friday,DCX
5NJW9V,1,12/16/2009,12/16/2009,12/16/2009,19,73.68421053,10.52631579,50.76,0,1,0,0,Monday,RIC
SF5CPP,1,12/16/2009,12/16/2009,12/16/2009,19,15.78947368,0,62.76,0,1,0,0,Thursday,RIC
K4TQU7,1,12/16/2009,12/16/2009,12/16/2009,21,42.85714286,28.57142857,40,0,1,0,1,Saturday,BWI
ARL8LK,1,12/16/2009,12/16/2009,12/16/2009,20,10,5,32.63,0,1,0,0,Wednesday,RIC
QV5TC8,1,12/16/2009,12/16/2009,12/16/2009,21,9.523809524,9.523809524,35,0,1,0,0,Monday,DCX
RXVBSC,1,12/16/2009,1/7/2010,1/13/2010,18,22.22222222,16.66666667,49.79,0.333333333,1,0,0,Thursday,CHO
6C6HK6,1,12/16/2009,12/16/2009,12/25/2009,21,19.04761905,0,38,0.222222222,1,0,0,Friday,BWI
Y3K9SA,1,12/16/2009,12/16/2009,12/16/2009,21,9.523809524,9.523809524,29.02,0,1,0,0,Tuesday,DCX
VDLSDY,1,12/16/2009,12/16/2009,12/16/2009,20,20,10,35,0,1,0,0,Friday,DCX
CSR4D7,1,12/16/2009,12/16/2009,12/16/2009,17,58.82352941,17.64705882,29,0,1,0,0,Wednesday,DCX
TEBASM,1,12/16/2009,12/16/2009,12/16/2009,19,10.52631579,5.263157895,35,0,1,0,0,Wednesday,DCX
A6UPUG,1,12/16/2009,12/16/2009,12/16/2009,19,21.05263158,5.263157895,29,0,1,0,0,Wednesday,DCX
KDKLPJ,1,12/16/2009,12/16/2009,12/16/2009,19,57.89473684,47.36842105,31,0,1,0,0,Friday,DCX
5S58CB,1,12/16/2009,12/16/2009,12/16/2009,16,68.75,6.25,40,0,1,0,1,Thursday,DCX
7DXYYU,1,12/16/2009,12/16/2009,12/25/2009,20,60,10,38.46,0.222222222,1,1,1,Friday,RIC
UBF6ZR,1,12/16/2009,12/16/2009,12/16/2009,19,26.31578947,15.78947368,53.71,0,1,0,0,Wednesday,DCX
QVCC9N,1,12/16/2009,12/16/2009,12/16/2009,19,15.78947368,5.263157895,29,0,1,0,0,Wednesday,DCX
Q2B4T5,1,12/16/2009,12/16/2009,12/16/2009,17,70.58823529,0,35,0,1,0,0,Wednesday,DCX
U6NLNF,1,12/16/2009,12/16/2009,12/16/2009,20,15,10,31,0,1,0,0,Thursday,DCX
KTJJ7E,1,12/16/2009,12/16/2009,1/13/2010,25,8,4,57.74,0.142857143,1,1,1,Wednesday,DCX
BPCZNE,1,12/16/2009,12/16/2009,12/31/2009,22,18.18181818,9.090909091,37.42,0.133333333,1,0,1,Thursday,DCX
XEBK8M,1,12/16/2009,12/16/2009,1/12/2010,28,17.85714286,10.71428571,34.68,0.222222222,1,1,0,Thursday,CHO
4S55KF,1,12/16/2009,12/16/2009,12/16/2009,18,27.77777778,11.11111111,31,0,1,0,0,Thursday,DCX
8NBCZW,1,12/16/2009,12/16/2009,12/16/2009,21,9.523809524,4.761904762,29,0,1,0,0,Friday,DCX
4JZAQP,1,12/16/2009,12/16/2009,12/16/2009,17,41.17647059,0,35,0,1,0,0,Wednesday,DCX
HYXAPF,1,12/16/2009,12/16/2009,12/16/2009,21,19.04761905,0,29.02,0,1,0,0,Monday,DCX
RH4LYV,1,12/16/2009,12/17/2009,12/17/2009,20,25,10,52.58,0,1,0,0,Thursday,RIC
3NMD7F,1,12/16/2009,12/16/2009,12/16/2009,26,11.53846154,7.692307692,29,0,1,0,0,Tuesday,DCX
2XBY9F,1,12/16/2009,12/16/2009,1/18/2010,20,55,5,74.87,0.121212121,1,0,0,Wednesday,DCX
ZWAGKZ,1,12/16/2009,12/16/2009,12/16/2009,16,12.5,6.25,29.02,0,1,0,0,Tuesday,DCX
ASTAH4,1,12/16/2009,12/16/2009,12/16/2009,16,43.75,18.75,35.02,0,1,0,0,Tuesday,DCX
VVED5R,1,12/16/2009,12/16/2009,12/16/2009,19,10.52631579,0,40.02,0,1,0,0,Wednesday,CHO
SAYB2F,1,12/16/2009,12/16/2009,12/16/2009,20,25,5,31.02,0,1,0,0,Thursday,DCX
XMJ9WY,1,12/16/2009,12/16/2009,12/24/2009,22,36.36363636,4.545454545,38,0.25,1,0,1,Thursday,BWI
